season,tournament,date,home_team,away_team,team,player_name,shirt_number,position,is_starter,sub_minute_off,sub_minute_on,minutes_played,espn_match_id,source
2000,Rugby Championship / Tri Nations,2000-07-29,Australia,South Africa,South Africa,Werner Swanepoel,9,SH,True,,0,80,23843,espn
2000,Rugby Championship / Tri Nations,2000-07-29,Australia,South Africa,South Africa,Robbie Kempson,1,P,True,,0,80,23843,espn
2000,Rugby Championship / Tri Nations,2000-07-29,Australia,South Africa,South Africa,Charl Marais,2,H,True,,0,80,23843,espn
2000,Rugby Championship / Tri Nations,2000-07-29,Australia,South Africa,South Africa,Cobus Visagie,3,P,True,,0,80,23843,espn
2000,Rugby Championship / Tri Nations,2000-07-29,Australia,South Africa,South Africa,Albert van den Berg,4,L,True,,0,80,23843,espn
2000,Rugby Championship / Tri Nations,2000-07-29,Australia,South Africa,South Africa,Mark Andrews,5,L,True,,0,80,23843,espn
2000,Rugby Championship / Tri Nations,2000-07-29,Australia,South Africa,South Africa,Corne Krige,6,FL,True,,0,80,23843,espn
2000,Rugby Championship / Tri Nations,2000-07-29,Australia,South Africa,South Africa,Andre Venter,7,FL,True,,0,80,23843,espn
2000,Rugby Championship / Tri Nations,2000-07-29,Australia,South Africa,South Africa,Andre Vos,8,N8,True,,0,80,23843,espn
2000,Rugby Championship / Tri Nations,2000-07-29,Australia,South Africa,South Africa,Warren Brosnihan,16,FL,False,,,0,23843,espn
2000,Rugby Championship / Tri Nations,2000-07-29,Australia,South Africa,South Africa,Ollie le Roux,17,P,False,,,0,23843,espn
2000,Rugby Championship / Tri Nations,2000-07-29,Australia,South Africa,South Africa,John Smit,18,H,False,,,0,23843,espn
2000,Rugby Championship / Tri Nations,2000-07-29,Australia,South Africa,South Africa,Joost van der Westhuizen,19,SH,False,,,0,23843,espn
2000,Rugby Championship / Tri Nations,2000-07-29,Australia,South Africa,South Africa,Percy Montgomery,20,FH,False,,,0,23843,espn
2000,Rugby Championship / Tri Nations,2000-07-29,Australia,South Africa,South Africa,Jannes Labuschagne,21,,False,,,0,23843,espn
2000,Rugby Championship / Tri Nations,2000-07-29,Australia,South Africa,South Africa,Chester Williams,22,,False,,,0,23843,espn
2000,Rugby Championship / Tri Nations,2000-08-05,New Zealand,Australia,New Zealand,Christian Cullen,15,FB,True,,0,80,23844,espn
2000,Rugby Championship / Tri Nations,2000-08-05,New Zealand,Australia,New Zealand,Tana Umaga,14,W,True,,0,80,23844,espn
2000,Rugby Championship / Tri Nations,2000-08-05,New Zealand,Australia,New Zealand,Alama Ieremia,13,C,True,,0,80,23844,espn
2000,Rugby Championship / Tri Nations,2000-08-05,New Zealand,Australia,New Zealand,Pita Alatini,12,C,True,,0,80,23844,espn
2000,Rugby Championship / Tri Nations,2000-08-05,New Zealand,Australia,New Zealand,Jonah Lomu,11,W,True,,0,80,23844,espn
2000,Rugby Championship / Tri Nations,2000-08-05,New Zealand,Australia,New Zealand,Andrew Mehrtens,10,FH,True,,0,80,23844,espn
2000,Rugby Championship / Tri Nations,2000-08-05,New Zealand,Australia,New Zealand,Justin Marshall,9,SH,True,,0,80,23844,espn
2000,Rugby Championship / Tri Nations,2000-08-05,New Zealand,Australia,New Zealand,Carl Hoeft,1,P,True,,0,80,23844,espn
2000,Rugby Championship / Tri Nations,2000-08-05,New Zealand,Australia,New Zealand,Anton Oliver,2,H,True,,0,80,23844,espn
2000,Rugby Championship / Tri Nations,2000-08-05,New Zealand,Australia,New Zealand,Kees Meeuws,3,P,True,,0,80,23844,espn
2000,Rugby Championship / Tri Nations,2000-08-05,New Zealand,Australia,New Zealand,Todd Blackadder,4,L,True,,0,80,23844,espn
2000,Rugby Championship / Tri Nations,2000-08-05,New Zealand,Australia,New Zealand,Norm Maxwell,5,L,True,,0,80,23844,espn
2000,Rugby Championship / Tri Nations,2000-08-05,New Zealand,Australia,New Zealand,Taine Randell,6,FL,True,,0,80,23844,espn
2000,Rugby Championship / Tri Nations,2000-08-05,New Zealand,Australia,New Zealand,Josh Kronfeld,7,FL,True,,0,80,23844,espn
2000,Rugby Championship / Tri Nations,2000-08-05,New Zealand,Australia,New Zealand,Ron Cribb,8,N8,True,,0,80,23844,espn
2000,Rugby Championship / Tri Nations,2000-08-05,New Zealand,Australia,New Zealand,Reuben Thorne,16,FL,False,,,0,23844,espn
2000,Rugby Championship / Tri Nations,2000-08-05,New Zealand,Australia,New Zealand,Tony Brown,17,FH,False,,,0,23844,espn
2000,Rugby Championship / Tri Nations,2000-08-05,New Zealand,Australia,New Zealand,Byron Kelleher,18,SH,False,,,0,23844,espn
2000,Rugby Championship / Tri Nations,2000-08-05,New Zealand,Australia,New Zealand,Craig Dowd,19,P,False,,,0,23844,espn
2000,Rugby Championship / Tri Nations,2000-08-05,New Zealand,Australia,New Zealand,Mark Hammett,20,H,False,,,0,23844,espn
2000,Rugby Championship / Tri Nations,2000-08-05,New Zealand,Australia,New Zealand,Leon MacDonald,21,,False,,,0,23844,espn
2000,Rugby Championship / Tri Nations,2000-08-05,New Zealand,Australia,New Zealand,Troy Flavell,22,,False,,,0,23844,espn
2000,Rugby Championship / Tri Nations,2000-08-05,New Zealand,Australia,Australia,Chris Latham,15,FB,True,,0,80,23844,espn
2000,Rugby Championship / Tri Nations,2000-08-05,New Zealand,Australia,Australia,Stirling Mortlock,14,W,True,,0,80,23844,espn
